Time,x,y,z,roll,pitch,yaw
,0.0,0.0,0.0,0.0,0.0,0.0
1900-01-01 12:53:00,100.0,0.0,0.0,0.0,0.0,0.0
1900-01-01 12:53:01,164.27876096865396,76.60444431189781,0.0,0.0,0.0,0.8726646259971648
1900-01-01 12:53:02,148.63531446463088,175.37327837141157,0.0,0.0,0.0,0.8552113334772214
1900-01-01 12:53:03,64.76825767008847,229.8371818729143,0.0,0.0,0.0,0.8377580409572781
1900-01-01 12:53:04,-32.261314957511175,205.64499231294752,0.0,0.0,0.0,0.8203047484373349
1900-01-01 12:53:05,-82.26131495751119,119.04245193450366,0.0,0.0,0.0,0.8028514559173915
1900-01-01 12:53:06,-56.37941044725912,22.44986930559682,0.0,0.0,0.0,0.7853981633974483
1900-01-01 12:53:07,29.33731962295211,-29.05393818540862,0.0,0.0,0.0,0.767944870877505
1900-01-01 12:53:08,127.15207969633269,-8.262769103632703,0.0,0.0,0.0,0.7504915783575616
1900-01-01 12:53:09,185.93060492558004,72.63893033386204,0.0,0.0,0.0,0.7330382858376184
1900-01-01 12:53:10,177.21503065081424,172.2584001430366,0.0,0.0,0.0,0.715584993317675
1900-01-01 12:53:11,106.50435253215952,242.96907826169138,0.0,0.0,0.0,0.6981317007977318
1900-01-01 12:53:12,7.052162995332182,253.42192458845676,0.0,0.0,0.0,0.6806784082777885
1900-01-01 12:53:13,-77.75264662031044,200.4299981651363,0.0,0.0,0.0,0.6632251157578452
1900-01-01 12:53:14,-113.58944157484052,107.07195551541616,0.0,0.0,0.0,0.6457718232379019
1900-01-01 12:53:15,-87.70753706458851,10.479372886509324,0.0,0.0,0.0,0.6283185307179586
1900-01-01 12:53:16,-11.103092752690742,-53.79938808214466,0.0,0.0,0.0,0.6108652381980153
1900-01-01 12:53:17,88.3490967841366,-64.25223440891007,0.0,0.0,0.0,0.5934119456780721
1900-01-01 12:53:18,177.44974920297344,-18.853184434955438,0.0,0.0,0.0,0.5759586531581288
1900-01-01 12:53:19,228.95355669397892,66.86354563525576,0.0,0.0,0.0,0.5585053606381855
1900-01-01 12:53:20,228.953556693979,166.86354563525578,0.0,0.0,0.0,0.5410520681182421
1900-01-01 12:53:21,178.95355669397907,253.46608601369968,0.0,0.0,0.0,0.5235987755982988
1900-01-01 12:53:22,93.23682662376788,304.96989350470517,0.0,0.0,0.0,0.5061454830783556
1900-01-01 12:53:23,-6.626126851689506,310.20348912899965,0.0,0.0,0.0,0.4886921905584123
1900-01-01 12:53:24,-97.98067261594963,269.5298248214197,0.0,0.0,0.0,0.47123889803846897
1900-01-01 12:53:25,-162.25943358460364,192.92538050952197,0.0,0.0,0.0,0.4537856055185257
1900-01-01 12:53:26,-188.1413380948558,96.33279788061516,0.0,0.0,0.0,0.4363323129985824
1900-01-01 12:53:27,-172.4978915908328,-2.4360361788986182,0.0,0.0,0.0,0.41887902047863906
1900-01-01 12:53:28,-119.50596516751239,-87.24084579454126,0.0,0.0,0.0,0.40142572795869574
1900-01-01 12:53:29,-38.6042657300177,-146.01937102378864,0.0,0.0,0.0,0.3839724354387525
1900-01-01 12:53:30,57.988316898889096,-171.9012755340408,0.0,0.0,0.0,0.3665191429188092
1900-01-01 12:53:31,157.60778670806366,-163.18570125927508,0.0,0.0,0.0,0.3490658503988659
1900-01-01 12:53:32,248.9623324723238,-122.51203695169515,0.0,0.0,0.0,0.3316125578789226
1900-01-01 12:53:33,323.2768150200633,-55.59897631580941,0.0,0.0,0.0,0.3141592653589793
1900-01-01 12:53:34,374.78062251106877,30.11775375440176,0.0,0.0,0.0,0.29670597283903605
1900-01-01 12:53:35,400.66252702132095,126.71033638330856,0.0,0.0,0.0,0.2792526803190927
1900-01-01 12:53:36,400.66252702132107,226.71033638330857,0.0,0.0,0.0,0.2617993877991494
1900-01-01 12:53:37,376.4703374613544,323.73990901090826,0.0,0.0,0.0,0.24434609527920614
1900-01-01 12:53:38,331.07128748739984,412.8405614297451,0.0,0.0,0.0,0.22689280275926285
1900-01-01 12:53:39,268.1392483824162,490.55515757544225,0.0,0.0,0.0,0.20943951023931953
1900-01-01 12:53:40,191.53480407051848,554.8339185440963,0.0,0.0,0.0,0.19198621771937624
1900-01-01 12:53:41,104.93226369207467,604.8339185440964,0.0,0.0,0.0,0.17453292519943295
1900-01-01 12:53:42,11.574221042354537,640.6707134986265,0.0,0.0,0.0,0.15707963267948966
1900-01-01 12:53:43,-85.86278543616896,663.165818933013,0.0,0.0,0.0,0.13962634015954636
1900-01-01 12:53:44,-185.31497497299628,673.6186652597785,0.0,0.0,0.0,0.12217304763960307
1900-01-01 12:53:45,-285.31497497299625,673.6186652597786,0.0,0.0,0.0,0.10471975511965977
1900-01-01 12:53:46,-384.9344447821708,664.9030909850129,0.0,0.0,0.0,0.08726646259971647
1900-01-01 12:53:47,-483.70327884168455,649.2596444809899,0.0,0.0,0.0,0.06981317007977318
1900-01-01 12:53:48,-581.5180389150651,628.4684753992141,0.0,0.0,0.0,0.05235987755982988
1900-01-01 12:53:49,-678.5476115426648,604.2762858392474,0.0,0.0,0.0,0.03490658503988659
1900-01-01 12:53:50,-775.1401941715716,578.3943813289955,0.0,0.0,0.0,0.017453292519943295
1900-01-01 12:53:51,-871.7327768004784,552.5124768187435,0.0,0.0,0.0,0.0
